"","X","pain_fp","pain_eta","phys_fp","phys_eta","neg_fp","neg_eta"
"232",438,0.142760105588353,0.054738093001904,1.40072273520925e-22,0.662826419426989,5.500872107206e-18,0.632404520605155
"233",439,0.613710766840751,0.018537773251787,1.30774317794959e-25,0.708634147791052,2.35535813694687e-21,0.632404520605155
"234",441,0.228819669711272,0.0437916577565684,1.98862822613673e-26,0.719890168007691,3.09750774724706e-23,0.632404520605155
"235",442,0.489790514884664,0.0247739061778031,3.19970023446785e-26,0.717089716156293,7.53667478455433e-26,0.632404520605155
"236",446,0.226087603112848,0.0440764140448716,3.41360500870197e-28,0.742715800994322,4.45951872367028e-23,0.632404520605155
"237",448,0.265796553219737,0.0402090191176864,1.88301705761551e-24,0.691911497136767,1.05810540628898e-25,0.632404520605155
"238",451,0.0578091389731061,0.0746874015221818,4.96487684822946e-27,0.727902488724579,1.39294211571811e-20,0.632404520605155
"239",452,0.58473429671358,0.019914047285482,1.02628994237488e-27,0.736725822441366,5.69887649045333e-23,0.632404520605155
"240",453,0.111826321763952,0.0602423324648506,5.81590690586945e-25,0.699393539338295,6.10191553346376e-24,0.632404520605155
"241",454,0.0712115876500378,0.0701824570368156,1.13804683230635e-28,0.748556721806371,1.97025775906054e-18,0.632404520605155
"242",457,0.15923022146051,0.0522443410982935,2.61293390569781e-26,0.718285973457435,6.01132958310082e-23,0.632404520605155
"243",459,0.25875093823293,0.0408560141006379,6.99201811360849e-26,0.71242561605228,2.69814567932206e-20,0.632404520605155
"244",465,0.068539546503519,0.0710126149952969,4.04218882452332e-24,0.686946303339491,2.23907381092409e-18,0.632404520605155
"245",466,0.0908566132726036,0.0648507895772868,1.68864907608001e-28,0.746473888072667,4.15022688582036e-26,0.632404520605155
"246",467,0.126213500180021,0.057526714562324,5.7544616969545e-22,0.652699435336992,4.81894504006577e-25,0.632404520605155
"247",468,0.0561903232420327,0.0752971612894376,4.77978083449501e-27,0.728118596277214,1.17738466321329e-21,0.632404520605155
"248",469,0.146353069864601,0.0541722720552022,6.72691440025447e-26,0.712658044880761,4.60669707922087e-16,0.632404520605155
"249",470,0.240761105771928,0.0425816534447665,1.93981427952634e-24,0.691719835918896,1.7452418253291e-16,0.632404520605155
"250",471,0.320480367391669,0.0356426242905037,7.7296941860619e-26,0.711821602690559,5.0147931992311e-16,0.632404520605155
"251",472,0.800759963449369,0.0103303153510835,2.22244109631373e-24,0.690841072512778,1.28629686492578e-20,0.632404520605155
"252",473,0.142059957698872,0.0548498802280926,4.57583273422529e-27,0.728366413201363,3.56330867126415e-23,0.632404520605155
"253",476,0.0755554428199617,0.0688936411225021,4.22865297049053e-24,0.68665067981862,3.88790181134154e-16,0.632404520605155
"254",477,0.0771784158598841,0.0684299677775326,3.51674638397735e-27,0.729857686071349,8.87947751759394e-22,0.632404520605155
"255",479,0.726317102721799,0.0135028671807488,4.89185570388786e-21,0.636773355215452,5.80035218257069e-24,0.632404520605155
"256",482,0.0914355261321068,0.0647107431906267,7.32941920094684e-21,0.633682841239705,1.25545891665703e-23,0.632404520605155
"257",483,0.143220245322946,0.0546649012844836,2.28867247929601e-25,0.705202524158309,1.47318892849746e-24,0.632404520605155
"258",485,0.0900038342608743,0.0650586199097577,1.28016620828155e-23,0.679300574921254,5.03471026039526e-24,0.632404520605155
"259",487,0.0739388556190728,0.0693649160739381,5.40481065186776e-25,0.699854285588037,2.83903076755958e-20,0.632404520605155
"260",488,0.0909516441728711,0.0648277430784159,2.22053906239997e-24,0.690846612139311,1.87001824092885e-18,0.632404520605155
"261",489,0.403148575697986,0.0298689414411543,9.00595446853765e-22,0.649425647451963,5.2033659192259e-25,0.632404520605155
"262",497,0.142944385132202,0.0547087546381469,2.92824444284267e-24,0.689051447471837,1.61843313782119e-21,0.632404520605155
"263",498,0.0658875300106087,0.0718673408202083,1.23048928876308e-28,0.748145876625283,1.73453683684317e-19,0.632404520605155
"264",500,0.110795459043731,0.0604491989995809,1.17870613466855e-28,0.748372137504228,6.73456353731616e-22,0.632404520605155
"265",502,0.143221090130124,0.0546647671056925,3.63383209138452e-25,0.702337178692217,1.34313642444881e-19,0.632404520605155
"266",504,0.769725783494182,0.0116466092216393,6.37677847245853e-28,0.73933235652959,1.67918005076227e-19,0.632404520605155
"267",508,0.0644770531224185,0.0723352638490291,7.07689997421138e-22,0.65119133565699,3.16768130320601e-24,0.632404520605155
"268",509,0.289679488811175,0.0381226193290188,9.00852184046967e-26,0.710897153351699,1.74401190588945e-23,0.632404520605155
"269",512,0.0871889021372577,0.0657580116687281,3.6543723992812e-23,0.672180350608416,4.0832366355289e-19,0.632404520605155
"270",513,0.317705592340429,0.0358574021062622,2.02292629051603e-25,0.705962796340145,5.86837475636952e-25,0.632404520605155
"271",514,0.208038090574794,0.0460392827895493,9.05396689012475e-26,0.710866718913636,3.20137577952279e-18,0.632404520605155
"272",518,0.0999592487170763,0.0627396080602015,6.30015613047549e-25,0.698890057158121,2.10340431800031e-16,0.632404520605155
"273",520,0.967405610974284,0.00268850543666223,1.09197105768524e-22,0.664579958004281,3.00217701335143e-26,0.632404520605155
"274",522,0.054108860306266,0.0761061373724293,5.05808522121254e-23,0.669941643753986,5.40444076081282e-23,0.632404520605155
"275",523,0.0862312434277328,0.0660007895384846,4.52228644436238e-25,0.700971784213568,8.47587821961724e-19,0.632404520605155
"276",526,0.405173422034777,0.0297403590170041,9.55390939517983e-27,0.724152129691105,1.82847732763404e-19,0.632404520605155
"277",529,0.134422658673463,0.0561034856510011,4.68869703169099e-27,0.728227966816682,1.21622262180985e-24,0.632404520605155
"278",531,0.37404835716403,0.031777924579708,1.95737270085064e-24,0.691661695973604,2.922735082379e-22,0.632404520605155
"279",534,0.298885880222377,0.0373583333545414,1.31489812936167e-23,0.679120814727924,2.26584265047669e-25,0.632404520605155
"280",541,0.0585120970845003,0.0744276417780464,6.04262903125252e-23,0.668710274215192,5.79036569126309e-19,0.632404520605155
"281",542,0.116469548024283,0.0593320492438946,4.63574042062894e-24,0.686047299748557,1.98011088924383e-21,0.632404520605155
"282",548,0.245538352773764,0.0421125236980308,4.69407577615963e-24,0.685965115462591,2.83268191784911e-21,0.632404520605155
"283",551,0.242371502123758,0.042422592707281,3.71415810106438e-25,0.702200976366014,1.57868823894751e-20,0.632404520605155
"284",555,0.0856891270135149,0.0661393474430712,4.4012736087818e-25,0.701141442583345,6.07385046561513e-21,0.632404520605155
"285",556,0.838233582752288,0.00873738746204565,2.57779600128567e-26,0.718365739373194,3.88238593574978e-17,0.632404520605155
"286",558,0.543893938801737,0.0219312072470247,2.77318764819164e-22,0.657968951959858,6.07908350724743e-27,0.632404520605155
"287",559,0.54917915100611,0.0216645060261184,2.94255356961856e-22,0.657544046297662,6.42210118503161e-19,0.632404520605155
"288",560,0.69924475797516,0.0146780216748875,1.08644806955802e-26,0.723409520115461,3.80081731744007e-23,0.632404520605155
"289",562,0.13423542145321,0.0561350389610883,8.67447174625402e-29,0.749979820095815,4.04599006264074e-27,0.632404520605155
"290",565,0.0684287425056082,0.0710476959635456,1.26484580675246e-26,0.722528627633699,2.21916109313232e-24,0.632404520605155
"291",566,0.603861378749206,0.0190009644874496,2.37923313044385e-22,0.659064726552411,6.82075234057224e-21,0.632404520605155
"292",568,0.40583754138183,0.0296982995941828,4.21030943862089e-24,0.686679190052608,4.51194806045523e-25,0.632404520605155
"293",569,0.646625786628159,0.0170208097985594,1.54209922727977e-21,0.645453388437123,3.19394739390922e-20,0.632404520605155
"294",571,0.568453323630051,0.0207065161298191,1.50636747430712e-27,0.73460480787852,2.4304721777287e-29,0.632404520605155
"295",574,0.950556644488695,0.00361052621317577,2.14875982064485e-24,0.691059136420526,4.19285916241902e-18,0.632404520605155
"296",575,0.0855455748905538,0.0661761753958133,7.4550043293711e-25,0.697827717417482,1.01516211860586e-17,0.632404520605155
"297",576,0.707056585299761,0.0143371672379646,1.38699734959286e-27,0.735062566522202,3.20124281255172e-30,0.632404520605155
"298",577,0.0672747814666766,0.0714162676956189,5.36375926583736e-28,0.740273491861802,6.57057344535197e-20,0.632404520605155
"299",580,0.600303007538846,0.0191694437530301,5.62318022155734e-28,0.740016880289479,2.70197293445448e-24,0.632404520605155
"300",582,0.236977777417127,0.0429590997187058,3.16311313520938e-24,0.688548939362817,1.96594249474741e-20,0.632404520605155
"301",584,0.070226729328907,0.0704849600530319,6.18266122095181e-27,0.726651393429908,4.90781378343091e-21,0.632404520605155
"302",586,0.887828597753622,0.00658318145425447,1.24273819474668e-28,0.748093720645978,2.15357324772469e-23,0.632404520605155
"303",588,0.0976711447667448,0.0632528013944518,4.27743094163351e-24,0.686575452187341,3.14820227354437e-19,0.632404520605155
"304",590,0.0614577893416523,0.0733703311453791,1.14250696950758e-24,0.695116123913593,4.31072587214709e-20,0.632404520605155
"305",594,0.769639801260373,0.0116502630666674,5.37723883612394e-22,0.653192297599032,1.31537957759381e-24,0.632404520605155
"306",596,0.0748947487583276,0.069085090330402,4.18222341711408e-26,0.715500595346116,1.79438959253635e-24,0.632404520605155
"307",597,0.563528614236443,0.020949175505861,1.15971466571664e-21,0.647563667327709,9.12296148805177e-20,0.632404520605155
"308",598,0.269790245460865,0.0398489656173967,2.60119714774688e-23,0.674505237664069,4.2430877178821e-24,0.632404520605155
"309",599,0.294899580008872,0.0376867149687359,7.62667682323267e-20,0.615249172592957,2.55084531535262e-21,0.632404520605155
"310",601,0.102214937957583,0.0622443303469028,1.34439545093973e-23,0.678971760221415,5.13441834058872e-21,0.632404520605155
"311",603,0.773352652545193,0.0114925380482792,2.19303629866752e-27,0.732512293284939,3.58028863534412e-22,0.632404520605155
"312",605,0.694192125913802,0.0148993244608734,1.13630003601143e-24,0.695150877524538,4.09591161213421e-28,0.632404520605155
"313",607,0.382734834992974,0.031195648317277,1.54142660377436e-20,0.627931151780818,4.72334140771405e-22,0.632404520605155
"314",609,0.120512251461825,0.0585665965922044,3.80105592290459e-27,0.729418147634106,3.63166478649144e-25,0.632404520605155
"315",610,0.108532219094857,0.0609097396578394,1.70384157448102e-25,0.707016890428711,1.46422165630584e-19,0.632404520605155
"316",613,0.583478589892136,0.0199746521202668,5.21787551224994e-22,0.653410766368072,1.13778390645909e-25,0.632404520605155
"317",614,0.206162336510579,0.0462519819343526,8.30224555519799e-25,0.697146339745452,1.11015625176182e-28,0.632404520605155
"318",615,0.420686746064537,0.0287721109600173,9.31740508920781e-23,0.665692656442879,7.78667167102129e-23,0.632404520605155
"319",616,0.121854136070476,0.0583177937516155,2.59347419559838e-22,0.658448543841775,1.56640644195821e-24,0.632404520605155
"320",617,0.33497909603308,0.0345455969975119,1.14527398996133e-25,0.709441641217309,7.95175950230229e-17,0.632404520605155
"321",618,0.454225088411901,0.0267725350120973,4.22345622837102e-22,0.654942265737232,2.92108157899058e-33,0.632404520605155
"322",619,0.975922762075373,0.00217612871735971,9.48801365750712e-28,0.737157627333872,1.38205425007138e-23,0.632404520605155
"323",621,0.1673785898372,0.0510971140455631,4.51857340639269e-25,0.700976923410825,7.53586996061359e-23,0.632404520605155
"324",623,0.0677694036142034,0.0712575612534445,6.79045591346137e-28,0.738989567358576,9.06222173843046e-22,0.632404520605155
"325",625,0.203310803185907,0.0465787005560448,3.30504902535371e-22,0.65670980152372,6.16198085222038e-17,0.632404520605155
"326",626,0.155044953262595,0.052854702095334,1.32608770693248e-22,0.663212808543317,1.58737930433533e-15,0.632404520605155
"327",627,0.141803044486371,0.0548910271802932,2.42789751873203e-26,0.718718427419623,2.44061504823927e-25,0.632404520605155
"328",630,0.570373204592506,0.0206122962653455,4.62788594072935e-25,0.700827327829272,5.33632584951238e-20,0.632404520605155
"329",631,0.102629413976711,0.0621544374187009,5.92656010852692e-26,0.713418437616064,2.15517097272164e-19,0.632404520605155
"330",632,0.146701986203897,0.0541180090859302,1.07368082462465e-26,0.723477892275509,1.06493527608967e-32,0.632404520605155
"331",633,0.228385409286561,0.0438367153990004,2.53962827896551e-26,0.718453598364273,1.09903711889386e-26,0.632404520605155
"332",634,0.939534198308161,0.00417193752731249,1.40211140783412e-19,0.610305584153616,5.11439587357198e-22,0.632404520605155
"333",635,0.593300972418898,0.0195027984164711,3.94306098202018e-26,0.715850808680868,1.68406267609147e-13,0.632404520605155
"334",637,0.351799505528794,0.0333224037701985,3.24411443698415e-22,0.656843570065551,2.23043020951251e-16,0.632404520605155
"335",641,0.107976536084593,0.0610241833871115,1.81756609833089e-26,0.720416641267346,5.80269174168319e-23,0.632404520605155
"336",642,0.584570321918451,0.0199219565185828,8.90488865172152e-24,0.681728024904147,1.77655304959579e-19,0.632404520605155
"337",643,0.218278948581213,0.0449076449263521,1.71837204556706e-27,0.733873074888471,7.55482553763254e-21,0.632404520605155
"338",646,0.125083647326252,0.0577292802715769,2.26419428095444e-28,0.744914642240657,2.39549087184726e-20,0.632404520605155
"339",652,0.403913458238424,0.0298203080697998,2.85744039575564e-20,0.623086502187907,7.25436314803092e-20,0.632404520605155
"340",653,0.0512058129843161,0.0772851729736639,3.71585768365931e-24,0.687497353119392,2.1685499466115e-22,0.632404520605155
"341",657,0.989579802988601,0.0012231468904531,3.63203410308626e-24,0.687646550465537,1.12444627120642e-21,0.632404520605155
"342",659,0.211111032997269,0.0456945403981344,1.62166325335994e-26,0.721082740960061,2.00370991223624e-28,0.632404520605155
"343",660,0.129995307721431,0.0568607196811439,1.95224878986792e-27,0.733162033991757,1.37137558372675e-22,0.632404520605155
"344",661,0.101887953812224,0.0623154885090452,1.35980500483234e-24,0.694003213233305,6.99490007846119e-20,0.632404520605155
"345",662,0.100030866625841,0.0627237230916821,1.53472773481654e-23,0.678080704491464,7.67823625061488e-22,0.632404520605155
"346",665,0.661442009832216,0.0163519183366598,7.3902464091625e-22,0.650874641986037,1.40672546858279e-18,0.632404520605155
"347",667,0.419492000142326,0.028845647778493,9.60233584110029e-26,0.710510825907939,4.60913934061996e-28,0.632404520605155
"348",668,0.496175861224539,0.0244268132991358,3.08884096503301e-20,0.622470782026683,2.24658161567281e-19,0.632404520605155
"349",669,0.145124805751135,0.054364243673577,8.81973881947558e-27,0.724613027626073,3.57567649849152e-22,0.632404520605155
"350",671,0.124580793629837,0.0578199810644546,1.70550909248475e-25,0.70701089445441,6.34797749723197e-19,0.632404520605155
"351",677,0.475519437226232,0.0255621254143003,2.69115243270839e-24,0.689600435160776,1.04252302467905e-18,0.632404520605155
"352",678,0.137988070518195,0.0555102721654135,2.48502730883359e-25,0.70469440995228,6.65970769440843e-20,0.632404520605155
"353",680,0.0805638322767392,0.0674916219189235,4.91096923670303e-27,0.72796460292546,5.07467390455578e-24,0.632404520605155
"354",683,0.760272146512891,0.0120487547471452,2.98653027624685e-27,0.730779307680267,7.2220865760143e-25,0.632404520605155
"355",686,0.0930567750556816,0.0643229221735097,8.84994822751868e-28,0.737539947989569,6.09624087356491e-19,0.632404520605155
"356",690,0.134379716246983,0.056110718733813,1.10621805992569e-22,0.664488899285889,1.04837073067893e-25,0.632404520605155
"357",692,0.760931173629468,0.0120206913780195,6.52833660386364e-28,0.739204308003113,5.41771773979479e-20,0.632404520605155
"358",694,0.395851234677491,0.030336747186375,1.57678332257831e-26,0.72124641576294,1.92554604760265e-20,0.632404520605155
"359",696,0.139136794507244,0.0553221642435856,1.04211964611229e-25,0.710014803584258,9.95955174976277e-18,0.632404520605155
"360",698,0.194235341406969,0.0476468625077366,8.15705328185294e-26,0.711497007510082,2.93679286550861e-24,0.632404520605155
"361",700,0.203554976594959,0.0465505624632818,6.6407337495066e-25,0.6985581597415,8.51360553462768e-24,0.632404520605155
"362",705,0.522463022696898,0.0230316684954333,5.15265879647064e-28,0.740491437535553,3.6995175067164e-21,0.632404520605155
"363",707,0.38177290779008,0.0312595870546525,5.55004987271187e-26,0.713811648690309,1.37195331494301e-22,0.632404520605155
"364",708,0.368204755746293,0.0321759824918157,5.17821701124771e-28,0.74046459013704,4.40521424491294e-17,0.632404520605155
"365",709,0.070324243840232,0.0704548301087276,1.4082535242441e-25,0.708182440980654,1.0835060460104e-15,0.632404520605155
"366",710,0.102273048456438,0.0622317066360564,1.00460952131132e-25,0.710237100164696,3.77443645067301e-25,0.632404520605155
"367",712,0.350789999583375,0.0333944053786589,2.68197512289604e-25,0.704222805959778,7.50583985809281e-19,0.632404520605155
"368",715,0.274074980609498,0.0394678491903566,2.59027196293384e-27,0.731579504711584,9.67749779879926e-23,0.632404520605155
"369",717,0.157429706894733,0.0525050918621552,4.75712972169602e-26,0.714733055351156,5.3204577327253e-27,0.632404520605155
"370",719,0.100574647373731,0.0626034574918268,2.77819727052887e-27,0.731186087409627,1.14246737783515e-26,0.632404520605155
"371",721,0.326984705806148,0.0351453451996939,1.11103314935021e-22,0.664458383367534,1.21139050093163e-22,0.632404520605155
"372",723,0.102376711018442,0.062209204001729,3.57150290844795e-25,0.702444911669258,9.18186397711588e-19,0.632404520605155
"373",724,0.0591583915065573,0.0741914158316344,5.78824345131006e-25,0.699423527626856,1.34798707785638e-31,0.632404520605155
"374",725,0.473985124221383,0.025647931535385,1.96154064412885e-24,0.691647969951193,8.42895418771806e-27,0.632404520605155
"375",726,0.127849264292086,0.0572364078921338,1.65223156025552e-27,0.734091404304034,7.09278587338909e-23,0.632404520605155
"376",732,0.692061075693706,0.0149928701629141,1.3452624263059e-27,0.735231763559496,6.04934306627309e-23,0.632404520605155
"377",734,0.440893811273094,0.0275529170787537,2.3788049237796e-22,0.659066011721266,2.80376130142096e-23,0.632404520605155
"378",737,0.494073851513046,0.0245407038077211,6.25960676419796e-23,0.668465472890914,2.22116701957611e-25,0.632404520605155
"379",738,0.188536768809472,0.0483409406754657,2.80409699552191e-25,0.703947122769375,2.78769304912454e-19,0.632404520605155
"380",742,0.300525485885496,0.0372243689060608,5.60593060974101e-23,0.669230204871745,1.64833273407623e-23,0.632404520605155
"381",743,0.089732112592074,0.0651252292761298,6.89769419607994e-23,0.66779094778815,1.51705001433224e-24,0.632404520605155
"382",744,0.0898840566222338,0.0650879586997716,2.93976726377219e-28,0.743518365860082,2.58533156963769e-23,0.632404520605155
"383",745,0.372267597910222,0.0318986760596265,9.11156524421171e-21,0.632008242177079,3.63922334560482e-29,0.632404520605155
"384",749,0.898415051073944,0.00610915272802675,2.66861324053054e-24,0.689655067251806,2.97126816978397e-18,0.632404520605155
"385",751,0.0876377015648404,0.0656450962669155,2.19478744991772e-25,0.7054607553084,3.10707684651895e-21,0.632404520605155
"386",752,0.128582011409626,0.0571074795658166,3.79023884215068e-28,0.742152218170692,1.5160286005202e-27,0.632404520605155
"387",756,0.0875738989110797,0.0656611155014487,5.00062414355361e-26,0.714435028235034,3.38551772589674e-22,0.632404520605155
"388",757,0.0639814653328448,0.0725019743926436,1.56093773596309e-23,0.677966567691497,4.97693162684417e-26,0.632404520605155
"389",758,0.385620742755669,0.0310046161929917,1.49466448504906e-24,0.693397093020604,1.75451540690866e-28,0.632404520605155
"390",760,0.169897152779514,0.0507528650250788,1.62192122940134e-26,0.721081813012834,1.83001472783713e-19,0.632404520605155
"391",764,0.183917346405004,0.0489177147935582,3.45794354197661e-25,0.70264601229113,3.3188285059363e-19,0.632404520605155
"392",765,0.053409060154473,0.0763847612126997,1.26240374431256e-24,0.694478771837602,8.58118757194547e-22,0.632404520605155
"393",767,0.0869816802182536,0.0658103318266311,5.2589582928953e-21,0.636222190821597,1.08318105838473e-27,0.632404520605155
"394",769,0.559844096585185,0.0211316589843942,1.08802540797915e-24,0.695427695764554,1.43675988978448e-27,0.632404520605155
"395",770,0.308377011779322,0.0365914983212982,1.26745706953953e-19,0.611129721071372,1.49279767818495e-22,0.632404520605155
"396",772,0.399766935066966,0.0300848598640065,3.92187471328169e-27,0.729241033655192,1.73399846593294e-21,0.632404520605155
"397",777,0.461057422121173,0.0263794908754326,8.73856202418923e-28,0.737609445773853,3.89423604451044e-24,0.632404520605155
"398",779,0.207281338664446,0.0461248847252477,3.09586474835401e-22,0.657179577448896,1.13245969396757e-18,0.632404520605155
"399",780,0.298040156537583,0.0374276828328945,7.83433748232284e-26,0.711740526986689,3.76474366433558e-22,0.632404520605155
"400",784,0.222591500113253,0.0444453362760225,2.11136391677923e-23,0.675923849748797,4.67286957804451e-21,0.632404520605155
"401",785,0.816817026977296,0.00964926496941,1.61688176734614e-22,0.661811590423205,7.00340520614659e-20,0.632404520605155
"402",791,0.216100022116303,0.0451443570668987,4.84474462814226e-23,0.670239310820062,2.75843957764254e-22,0.632404520605155
"403",792,0.32501016626252,0.0352954035923006,1.86998889288872e-25,0.706445998051907,2.77954464765038e-21,0.632404520605155
"404",793,0.494423165973496,0.0245217523755711,1.82726222334376e-24,0.692105226547419,4.83007255378774e-27,0.632404520605155
"405",794,0.227023957797318,0.0439784747354447,4.47544467366354e-24,0.686278451980346,4.91963472541995e-21,0.632404520605155
"406",796,0.297270955525283,0.0374909059061077,1.21245475148946e-23,0.679665184799136,9.41569689394854e-23,0.632404520605155
"407",797,0.128206831129239,0.0571734079274892,1.65966640555632e-26,0.720947576241011,2.21510354810666e-21,0.632404520605155
"408",798,0.112855230393304,0.060037622856709,6.30601263059237e-25,0.69888420292245,2.64676599397047e-19,0.632404520605155
"409",800,0.0530683949881712,0.0765216520157423,8.67643491990216e-24,0.68190112363495,2.80817412714285e-18,0.632404520605155
"410",801,0.449214056113039,0.0270637389586479,2.46620150607362e-21,0.641948532583716,3.00296670076371e-24,0.632404520605155
"411",802,0.543159701722295,0.0219684002073615,5.76952972650085e-23,0.669030925434938,8.63508187254956e-24,0.632404520605155
"412",803,0.129544263898477,0.0569392000899374,2.10746666367855e-22,0.65992965568291,1.6028274257496e-27,0.632404520605155
"413",804,0.0518181260895373,0.0770313017241545,2.05734796284433e-25,0.705858982473302,8.95794510970485e-28,0.632404520605155
"414",805,0.281785562452096,0.0387949923828216,1.4920674370457e-28,0.747129001484174,1.8449618550412e-25,0.632404520605155
"415",808,0.196702639959128,0.047352065414719,6.05112805548293e-23,0.668700524535765,2.35179276850008e-28,0.632404520605155
"416",810,0.0676490561921886,0.0712960754362621,4.60449801593318e-25,0.700859041462656,5.72329372398387e-24,0.632404520605155
"417",811,0.054960013248202,0.0757718234119643,1.8904795272062e-25,0.706379059797505,1.25782030418583e-17,0.632404520605155
"418",813,0.111136703833456,0.0603805223657484,1.87704848070563e-25,0.706422855253235,5.48561916992547e-21,0.632404520605155
"419",816,0.148165651587781,0.0538916704424561,2.6268243202599e-26,0.7182547303432,6.9083616426831e-17,0.632404520605155
"420",817,0.134348975033096,0.0561158979979709,5.06014525975582e-28,0.740589719741656,1.16753094923854e-20,0.632404520605155
"421",821,0.641954277708455,0.0172334052944108,2.71648551147623e-27,0.731312328816085,1.28490512387032e-19,0.632404520605155
"422",822,0.138770503362243,0.0553819894384371,8.39858016350624e-23,0.666418637523815,3.17312815835109e-27,0.632404520605155
"423",823,0.237731465838871,0.042883481040453,1.69611431361222e-21,0.644745607465157,7.17099991445522e-18,0.632404520605155
"424",826,0.765695764705752,0.0118179357633794,1.32108498797665e-25,0.708572269116705,1.59523565318884e-17,0.632404520605155
"425",830,0.0756177338660562,0.0688756725243726,4.44863101238222e-25,0.70107451059221,7.96292112865048e-23,0.632404520605155
"426",831,0.273247780329462,0.039541016832167,1.60114674129193e-21,0.645174183415422,7.9070428351911e-24,0.632404520605155
"427",833,0.546989578971653,0.0217747791983866,7.47891578558287e-23,0.667227723782717,1.56000570767443e-22,0.632404520605155
"428",838,0.470629292854448,0.025836347267469,7.92133226491692e-28,0.738147564093019,3.30157262628125e-25,0.632404520605155
"429",839,0.32785956900229,0.0350791060614438,6.97126768845084e-26,0.712443495047915,5.61225621185116e-25,0.632404520605155
"430",840,0.402755988127561,0.0298939324071398,4.33858689067692e-27,0.728668673301876,7.25033623032162e-18,0.632404520605155
"431",841,0.739251938771319,0.0129467848143349,1.82064340105193e-22,0.660969953468304,6.01727668415556e-21,0.632404520605155
"432",843,0.0678340429870424,0.0712369016986622,3.35751733101894e-23,0.672761316234012,1.84736824321128e-21,0.632404520605155
"433",844,0.824585669857407,0.00931913633632681,1.64945648648801e-26,0.72098358951,9.38931562016073e-20,0.632404520605155
"434",848,0.0667875718251784,0.0715736770984536,9.63718751026748e-24,0.681201087069856,3.94916429130322e-25,0.632404520605155
"435",849,0.740284445523137,0.0129025226387829,1.7816854290129e-26,0.720533209877518,5.41989631551124e-26,0.632404520605155
"436",853,0.151092999812824,0.0534451038533456,4.1201606746778e-25,0.701553877521976,1.45168195821243e-24,0.632404520605155
"437",854,0.148341463446949,0.0538646219613193,1.51176272479171e-22,0.662287336774444,2.3148040386201e-18,0.632404520605155
"438",857,0.175341001194333,0.0500244423244553,5.45151365980052e-25,0.699800245833691,3.51561070463956e-24,0.632404520605155
"439",858,0.276874556678585,0.039221650329813,1.00456591666583e-21,0.648622393054555,3.85130738580372e-31,0.632404520605155
"440",860,0.50895203953097,0.0237421568078919,1.11287012846748e-20,0.630462750533729,3.08023534447299e-22,0.632404520605155
"441",862,0.313257643220816,0.0362050766742986,2.73824712168038e-25,0.704094280602478,1.95671204519398e-17,0.632404520605155
"442",863,0.636827843729012,0.0174676871566426,2.39729984259733e-24,0.690350656958741,2.6794037907503e-25,0.632404520605155
"443",864,0.174382496483061,0.0501511838055184,6.11270686053787e-22,0.652259817005234,1.09942528580629e-21,0.632404520605155
"444",865,0.40572921932391,0.0297051559359069,7.51573241617617e-27,0.725532946801293,3.19350293365606e-25,0.632404520605155
"445",868,0.36860214972895,0.032148746509496,4.72584143749006e-22,0.654129028724522,2.15009521978632e-30,0.632404520605155
"446",869,0.564376306193782,0.0209073055369054,1.46939806041279e-24,0.693506463625274,9.15193028335478e-23,0.632404520605155
"447",870,0.731460293386304,0.0132813901429046,6.99204660514672e-27,0.725947208599008,3.08015834403225e-17,0.632404520605155
"448",875,0.20911990482243,0.0459173972376141,1.43429533133989e-26,0.721798061579808,1.08215435174649e-21,0.632404520605155
"449",876,0.37576013097736,0.0316623001488897,5.83940073505895e-26,0.713507241807714,2.0666459492438e-23,0.632404520605155
"450",878,0.0940630233622116,0.0640853895863005,4.36147598322556e-25,0.70119823751799,1.54007402998796e-21,0.632404520605155
"451",880,0.0829124304247643,0.0668622116640281,3.58315770669964e-23,0.672315393714093,1.96835597022932e-18,0.632404520605155
"452",882,0.251065924718924,0.0415797315900302,1.28531296672565e-27,0.735484020810108,3.86817385840198e-24,0.632404520605155
"453",883,0.0671199373961283,0.0714661781845548,7.44389004372326e-27,0.725588073943382,8.66481719206622e-19,0.632404520605155
"454",886,0.161264497879606,0.0519529739110648,1.06580351010016e-21,0.648186567561037,2.74532925815007e-19,0.632404520605155
"455",889,0.54705476984881,0.0217714915954588,7.0616081572237e-27,0.725890465213822,4.07914141206087e-19,0.632404520605155
"456",891,0.256979912314777,0.0410210921596245,2.05525626000476e-24,0.691346653723503,5.03513141422255e-27,0.632404520605155
"457",892,0.138506766577637,0.0554251551861783,6.65843272223142e-24,0.683658887054132,1.40313404612186e-15,0.632404520605155
"458",893,0.0752333518522152,0.0689867754202812,7.38518672159357e-27,0.725633507103916,1.7373504770118e-26,0.632404520605155
"459",896,0.577443273131886,0.0202671237176917,4.76970454616748e-28,0.740910116053791,6.61280745821497e-23,0.632404520605155
"460",897,0.210611315497574,0.0457502925329539,3.9559180735502e-26,0.715831459131849,8.25372538033612e-25,0.632404520605155
"461",899,0.051251372060578,0.0772661847415895,3.27101431055817e-25,0.702991564169018,4.37144417216821e-23,0.632404520605155
"462",900,0.106166660951666,0.0614007785174036,2.30706799622569e-27,0.732228612873066,2.58355806640399e-28,0.632404520605155
"463",901,0.750279353618439,0.0124749095496649,5.27926155055331e-21,0.636192817435944,2.96705623237255e-23,0.632404520605155
